cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,região,total
803.671.942-87,21:47,21/08/2022,Óleo,18.4,1,9,Pietra,pix,Espírito Santo,18.4
187.546.329-19,12:17,23/08/2022,Arroz,21.7,5,18,Elisa,pix,Espírito Santo,108.5
439.105.278-41,13:45,30/08/2022,Feijão,15.5,3,16,Elisa,cartão_debito,Espírito Santo,46.5
672.084.193-96,15:42,01/08/2022,Leite,12.3,1,12,Cecília,cartão_credito,Rio Grande do Sul,12.3
629.580.731-30,20:12,07/08/2022,Feijão,15.5,8,15,Pietra,pix,Espírito Santo,124.0
452.381.609-33,22:02,14/08/2022,Carne,37.0,3,20,Cecília,pix,Bahia,111.0
852.460.173-62,15:17,10/08/2022,Leite,12.3,6,7,Evelyn,cartão_debito,Minas Gerais,73.8
450.391.678-57,22:43,17/08/2022,Feijão,15.5,9,21,Elisa,dinheiro,Bahia,139.5
481.963.720-78,15:36,30/08/2022,Óleo,18.4,8,14,Elisa,pix,Rio de Janeiro,147.2
753.429.806-74,09:23,21/08/2022,Feijão,15.5,4,5,Pietra,dinheiro,Minas Gerais,62.0
576.420.183-71,08:11,16/08/2022,Macarrão,22.6,6,15,Pietra,dinheiro,Rio Grande do Sul,135.6
237.198.546-55,09:56,14/08/2022,Feijão,15.5,5,8,Pietra,cartão_credito,Rio Grande do Sul,77.5
158.392.064-15,08:11,25/08/2022,Açúcar,25.5,5,1,Elisa,cartão_credito,Minas Gerais,127.5
791.256.340-70,11:10,26/08/2022,Feijão,15.5,2,10,Cecília,pix,Minas Gerais,31.0
158.392.064-15,21:40,02/08/2022,Óleo,18.4,3,15,Julia,cartão_credito,Minas Gerais,55.2
032.495.671-16,10:50,03/08/2022,Macarrão,22.6,1,4,Pietra,dinheiro,São Paulo,22.6
351.809.762-86,08:49,21/08/2022,Arroz,21.7,8,4,Evelyn,dinheiro,Bahia,173.6
194.068.752-76,15:17,26/08/2022,Feijão,15.5,4,16,Julia,cartão_debito,São Paulo,62.0
306.724.815-53,14:43,13/08/2022,Leite,12.3,6,16,Elisa,cartão_debito,Rio de Janeiro,73.8
825.013.974-79,09:17,26/08/2022,Arroz,21.7,10,9,Julia,cartão_credito,São Paulo,217.0
298.057.614-01,19:43,26/08/2022,Óleo,18.4,2,6,Cecília,dinheiro,Rio de Janeiro,36.8
928.371.064-96,18:46,08/08/2022,Óleo,18.4,5,3,Pietra,cartão_debito,São Paulo,92.0
267.341.589-00,15:47,10/08/2022,Macarrão,22.6,4,17,Julia,pix,Bahia,90.4
023.641.597-25,21:54,24/08/2022,Carne,37.0,7,6,Julia,dinheiro,Rio de Janeiro,259.0
261.085.973-21,11:17,03/08/2022,Açúcar,25.5,8,14,Elisa,pix,Minas Gerais,204.0
726.394.801-03,11:40,12/08/2022,Macarrão,22.6,2,8,Julia,cartão_credito,São Paulo,45.2
294.510.637-06,21:52,17/08/2022,Carne,37.0,10,10,Julia,cartão_debito,São Paulo,370.0
260.548.397-56,22:03,27/08/2022,Feijão,15.5,10,10,Brenda,cartão_debito,Rio de Janeiro,155.0
962.351.780-77,09:01,04/08/2022,Carne,37.0,4,19,Cecília,cartão_debito,Rio Grande do Sul,148.0
240.815.369-70,14:21,05/08/2022,Leite,12.3,3,17,Cecília,cartão_debito,Rio de Janeiro,36.9
623.910.478-78,13:00,15/08/2022,Macarrão,22.6,7,14,Brenda,cartão_credito,Bahia,158.2
718.639.502-30,09:54,16/08/2022,Açúcar,25.5,9,11,Brenda,pix,Espírito Santo,229.5
052.968.347-47,18:57,19/08/2022,Óleo,18.4,10,21,Brenda,cartão_debito,Rio de Janeiro,184.0
547.102.986-02,11:48,29/08/2022,Leite,12.3,4,19,Evelyn,cartão_debito,Rio de Janeiro,49.2
582.306.497-74,16:19,08/08/2022,Óleo,18.4,2,1,Julia,pix,São Paulo,36.8
312.470.586-62,13:24,06/08/2022,Arroz,21.7,5,16,Cecília,cartão_debito,Bahia,108.5
843.507.162-62,18:34,14/08/2022,Açúcar,25.5,5,10,Brenda,pix,São Paulo,127.5
820.379.541-23,18:36,25/08/2022,Feijão,15.5,6,14,Julia,cartão_credito,Bahia,93.0
304.986.215-70,19:17,04/08/2022,Arroz,21.7,4,9,Elisa,dinheiro,Rio de Janeiro,86.8
046.957.132-25,16:06,21/08/2022,Carne,37.0,2,12,Elisa,pix,Espírito Santo,74.0
341.268.507-08,19:08,19/08/2022,Carne,37.0,9,18,Brenda,cartão_credito,São Paulo,333.0
172.034.986-03,22:08,22/08/2022,Açúcar,25.5,7,17,Evelyn,dinheiro,São Paulo,178.5
075.496.231-80,13:05,20/08/2022,Feijão,15.5,10,4,Pietra,cartão_debito,Minas Gerais,155.0
672.398.541-91,16:29,03/08/2022,Feijão,15.5,8,14,Julia,cartão_credito,Minas Gerais,124.0
310.864.927-22,19:00,18/08/2022,Açúcar,25.5,10,10,Pietra,cartão_credito,Rio Grande do Sul,255.0
237.145.860-08,14:29,03/08/2022,Óleo,18.4,8,21,Brenda,dinheiro,Espírito Santo,147.2
632.718.095-77,12:01,30/08/2022,Feijão,15.5,1,5,Cecília,dinheiro,Minas Gerais,15.5
813.549.260-05,13:51,06/08/2022,Açúcar,25.5,3,19,Cecília,pix,São Paulo,76.5
602.941.375-99,13:38,23/08/2022,Leite,12.3,7,11,Elisa,cartão_debito,Rio Grande do Sul,86.1
897.104.253-23,18:52,19/08/2022,Açúcar,25.5,10,6,Brenda,cartão_credito,Espírito Santo,255.0
439.105.278-41,08:26,25/08/2022,Açúcar,25.5,3,9,Cecília,pix,Rio Grande do Sul,76.5
418.970.635-39,13:37,17/08/2022,Feijão,15.5,5,4,Julia,cartão_credito,Minas Gerais,77.5
752.091.843-23,14:40,29/08/2022,Açúcar,25.5,9,12,Julia,dinheiro,São Paulo,229.5
167.430.859-01,08:18,27/08/2022,Leite,12.3,10,20,Evelyn,cartão_debito,Minas Gerais,123.0
067.815.243-80,16:30,24/08/2022,Carne,37.0,4,20,Elisa,pix,Rio Grande do Sul,148.0
430.621.975-52,15:48,20/08/2022,Óleo,18.4,3,7,Brenda,cartão_debito,Bahia,55.2
052.478.936-38,13:05,29/08/2022,Arroz,21.7,3,14,Julia,dinheiro,Espírito Santo,65.1
960.342.517-61,21:43,12/08/2022,Leite,12.3,4,12,Elisa,pix,Rio de Janeiro,49.2
812.074.953-79,13:38,15/08/2022,Macarrão,22.6,1,11,Evelyn,cartão_credito,Rio Grande do Sul,22.6
341.908.675-00,11:41,30/08/2022,Açúcar,25.5,9,1,Elisa,cartão_debito,Rio Grande do Sul,229.5
718.639.502-30,14:42,12/08/2022,Feijão,15.5,1,17,Brenda,dinheiro,São Paulo,15.5
935.416.820-51,15:59,12/08/2022,Macarrão,22.6,4,16,Evelyn,pix,Espírito Santo,90.4
752.091.843-23,21:50,08/08/2022,Carne,37.0,8,8,Cecília,pix,Rio Grande do Sul,296.0
746.138.205-53,11:52,06/08/2022,Feijão,15.5,4,11,Evelyn,cartão_debito,Bahia,62.0
538.107.462-07,22:17,14/08/2022,Óleo,18.4,2,14,Brenda,pix,Minas Gerais,36.8
856.032.147-08,18:34,20/08/2022,Óleo,18.4,2,10,Brenda,pix,Rio Grande do Sul,36.8
538.246.190-24,10:35,24/08/2022,Arroz,21.7,3,14,Cecília,dinheiro,São Paulo,65.1
472.150.963-43,09:13,07/08/2022,Açúcar,25.5,7,14,Brenda,cartão_credito,Espírito Santo,178.5
015.368.942-06,22:45,08/08/2022,Carne,37.0,10,11,Elisa,cartão_credito,Rio Grande do Sul,370.0
590.483.127-79,17:41,19/08/2022,Feijão,15.5,6,21,Pietra,pix,Rio de Janeiro,93.0
176.504.389-10,19:58,30/08/2022,Feijão,15.5,8,15,Cecília,dinheiro,São Paulo,124.0
168.204.357-62,19:43,03/08/2022,Óleo,18.4,3,17,Elisa,cartão_credito,Rio de Janeiro,55.2
307.584.126-90,18:56,29/08/2022,Macarrão,22.6,2,20,Cecília,cartão_credito,Minas Gerais,45.2
324.750.918-60,09:38,22/08/2022,Açúcar,25.5,7,18,Elisa,pix,São Paulo,178.5
852.460.173-62,12:15,21/08/2022,Arroz,21.7,4,8,Cecília,cartão_debito,Espírito Santo,86.8
526.813.470-17,10:50,22/08/2022,Carne,37.0,5,7,Julia,cartão_credito,Rio Grande do Sul,185.0
259.683.104-05,18:19,24/08/2022,Carne,37.0,1,1,Cecília,cartão_credito,Espírito Santo,37.0
073.641.852-08,12:53,06/08/2022,Carne,37.0,8,19,Cecília,cartão_credito,São Paulo,296.0
538.246.190-24,20:23,17/08/2022,Óleo,18.4,2,6,Brenda,cartão_debito,Rio de Janeiro,36.8
261.085.973-21,15:07,02/08/2022,Carne,37.0,10,1,Elisa,cartão_credito,São Paulo,370.0
148.620.593-33,22:51,18/08/2022,Açúcar,25.5,4,19,Cecília,cartão_credito,Rio Grande do Sul,102.0
283.590.461-15,19:11,24/08/2022,Açúcar,25.5,2,15,Evelyn,pix,Minas Gerais,51.0
820.374.165-71,19:29,05/08/2022,Feijão,15.5,9,17,Pietra,cartão_debito,Espírito Santo,139.5
681.405.937-10,08:25,22/08/2022,Feijão,15.5,5,20,Julia,cartão_credito,Bahia,77.5
825.013.974-79,15:08,21/08/2022,Arroz,21.7,9,21,Brenda,dinheiro,Rio de Janeiro,195.3
703.691.285-59,08:42,05/08/2022,Arroz,21.7,8,11,Julia,cartão_debito,Minas Gerais,173.6
638.975.412-46,08:04,12/08/2022,Leite,12.3,2,18,Julia,cartão_debito,Rio de Janeiro,24.6
192.468.375-09,22:10,30/08/2022,Macarrão,22.6,4,7,Brenda,dinheiro,Rio Grande do Sul,90.4
054.729.816-11,10:55,03/08/2022,Macarrão,22.6,3,19,Pietra,pix,Espírito Santo,67.8
736.520.149-52,22:50,12/08/2022,Feijão,15.5,1,9,Elisa,cartão_debito,Rio de Janeiro,15.5
452.381.609-33,09:11,29/08/2022,Macarrão,22.6,2,12,Evelyn,dinheiro,Minas Gerais,45.2
974.261.850-01,10:55,14/08/2022,Açúcar,25.5,1,17,Brenda,dinheiro,São Paulo,25.5
645.238.179-28,18:42,26/08/2022,Feijão,15.5,3,15,Pietra,dinheiro,Rio Grande do Sul,46.5
106.984.375-00,13:24,28/08/2022,Arroz,21.7,2,7,Cecília,cartão_credito,Rio de Janeiro,43.4
820.149.653-15,10:57,13/08/2022,Carne,37.0,10,5,Brenda,cartão_debito,São Paulo,370.0
475.639.102-80,10:52,09/08/2022,Carne,37.0,8,8,Elisa,dinheiro,Bahia,296.0
286.713.054-90,11:35,25/08/2022,Açúcar,25.5,8,16,Elisa,pix,Rio de Janeiro,204.0
248.736.901-96,22:36,01/08/2022,Macarrão,22.6,5,12,Elisa,cartão_credito,Espírito Santo,113.0
341.268.507-08,22:25,03/08/2022,Leite,12.3,4,4,Evelyn,cartão_credito,São Paulo,49.2
732.156.094-52,15:06,11/08/2022,Leite,12.3,10,15,Elisa,cartão_credito,São Paulo,123.0
321.045.789-14,12:18,11/08/2022,Arroz,21.7,3,11,Evelyn,cartão_debito,Rio de Janeiro,65.1
820.379.541-23,10:16,30/08/2022,Leite,12.3,9,10,Julia,cartão_debito,Rio Grande do Sul,110.7
261.085.973-21,22:52,17/08/2022,Feijão,15.5,3,8,Julia,pix,São Paulo,46.5
827.435.069-38,13:32,29/08/2022,Macarrão,22.6,6,3,Brenda,dinheiro,Bahia,135.6
708.439.615-20,18:18,04/08/2022,Feijão,15.5,1,14,Evelyn,cartão_credito,Rio Grande do Sul,15.5
237.805.164-62,13:48,09/08/2022,Feijão,15.5,7,1,Brenda,pix,Espírito Santo,108.5
321.047.865-17,10:23,25/08/2022,Carne,37.0,7,6,Brenda,pix,Rio de Janeiro,259.0
617.089.243-96,12:55,23/08/2022,Arroz,21.7,3,14,Evelyn,cartão_credito,Espírito Santo,65.1
974.261.850-01,12:01,29/08/2022,Óleo,18.4,9,19,Elisa,cartão_debito,Bahia,165.6
369.057.284-38,09:41,01/08/2022,Leite,12.3,5,9,Pietra,cartão_credito,Rio de Janeiro,61.5
269.104.578-11,08:35,26/08/2022,Leite,12.3,8,20,Brenda,cartão_credito,Rio Grande do Sul,98.4
067.815.243-80,18:54,22/08/2022,Óleo,18.4,10,11,Julia,cartão_debito,Minas Gerais,184.0
825.013.974-79,15:07,08/08/2022,Arroz,21.7,9,13,Cecília,cartão_debito,Bahia,195.3
294.510.637-06,12:40,21/08/2022,Leite,12.3,7,17,Julia,cartão_credito,Minas Gerais,86.1
310.874.529-88,12:36,10/08/2022,Feijão,15.5,1,20,Julia,cartão_credito,Bahia,15.5
269.104.578-11,22:42,09/08/2022,Açúcar,25.5,9,4,Cecília,cartão_debito,São Paulo,229.5
962.351.780-77,14:38,24/08/2022,Carne,37.0,5,9,Cecília,cartão_debito,Espírito Santo,185.0
931.570.628-59,18:44,25/08/2022,Óleo,18.4,2,10,Cecília,cartão_debito,Rio Grande do Sul,36.8
671.984.035-57,10:19,22/08/2022,Macarrão,22.6,9,20,Brenda,pix,Rio Grande do Sul,203.4
602.941.375-99,11:50,27/08/2022,Feijão,15.5,4,12,Julia,pix,Bahia,62.0
321.047.865-17,09:10,28/08/2022,Feijão,15.5,10,4,Elisa,pix,Rio de Janeiro,155.0
852.460.173-62,11:37,24/08/2022,Macarrão,22.6,8,18,Cecília,pix,Espírito Santo,180.8
514.380.692-51,12:48,24/08/2022,Macarrão,22.6,9,2,Julia,cartão_credito,Minas Gerais,203.4
823.619.754-91,10:24,10/08/2022,Óleo,18.4,8,11,Pietra,dinheiro,Rio de Janeiro,147.2
235.176.894-91,18:53,20/08/2022,Óleo,18.4,5,2,Evelyn,cartão_debito,Minas Gerais,92.0
237.805.164-62,20:40,08/08/2022,Açúcar,25.5,8,10,Julia,pix,Rio Grande do Sul,204.0
541.780.329-41,12:07,27/08/2022,Carne,37.0,2,3,Pietra,pix,Bahia,74.0
248.539.176-91,13:30,12/08/2022,Carne,37.0,9,19,Julia,pix,Rio de Janeiro,333.0
703.862.451-26,18:10,28/08/2022,Feijão,15.5,4,20,Evelyn,dinheiro,São Paulo,62.0
150.643.872-53,17:36,01/08/2022,Arroz,21.7,2,10,Pietra,cartão_credito,Rio Grande do Sul,43.4
176.504.389-10,10:41,29/08/2022,Carne,37.0,1,17,Brenda,pix,Minas Gerais,37.0
514.380.692-51,19:18,15/08/2022,Açúcar,25.5,6,10,Julia,dinheiro,São Paulo,153.0
054.729.816-11,18:26,05/08/2022,Açúcar,25.5,6,16,Pietra,cartão_debito,Minas Gerais,153.0
150.643.872-53,09:20,29/08/2022,Feijão,15.5,9,13,Elisa,pix,Rio Grande do Sul,139.5
842.031.579-60,18:00,10/08/2022,Açúcar,25.5,8,2,Pietra,cartão_debito,Rio de Janeiro,204.0
168.204.357-62,17:38,29/08/2022,Leite,12.3,5,11,Brenda,cartão_credito,Rio Grande do Sul,61.5
067.815.243-80,21:38,12/08/2022,Carne,37.0,4,2,Brenda,pix,Espírito Santo,148.0
897.104.253-23,19:20,07/08/2022,Leite,12.3,9,2,Evelyn,dinheiro,Espírito Santo,110.7
514.380.692-51,09:04,07/08/2022,Macarrão,22.6,10,1,Julia,cartão_debito,Rio de Janeiro,226.0
298.057.614-01,09:22,30/08/2022,Macarrão,22.6,6,14,Cecília,dinheiro,Bahia,135.6
536.742.981-55,11:46,27/08/2022,Leite,12.3,5,21,Elisa,pix,Rio de Janeiro,61.5
962.845.173-19,22:42,14/08/2022,Arroz,21.7,6,14,Cecília,pix,Minas Gerais,130.2
423.895.106-98,14:47,12/08/2022,Feijão,15.5,6,7,Julia,dinheiro,Minas Gerais,93.0
589.702.136-86,21:23,07/08/2022,Feijão,15.5,1,3,Evelyn,dinheiro,Bahia,15.5
013.695.874-57,10:43,13/08/2022,Arroz,21.7,6,4,Evelyn,pix,São Paulo,130.2
907.162.843-40,18:54,24/08/2022,Açúcar,25.5,7,6,Brenda,cartão_credito,São Paulo,178.5
217.984.506-58,15:33,02/08/2022,Arroz,21.7,5,15,Elisa,cartão_credito,Rio de Janeiro,108.5
492.365.871-19,17:03,26/08/2022,Açúcar,25.5,3,2,Brenda,dinheiro,Espírito Santo,76.5
752.091.843-23,21:59,06/08/2022,Feijão,15.5,6,10,Cecília,cartão_debito,Espírito Santo,93.0
835.219.746-00,18:45,26/08/2022,Óleo,18.4,5,7,Julia,pix,São Paulo,92.0
230.187.549-05,09:46,08/08/2022,Arroz,21.7,7,5,Cecília,dinheiro,Rio Grande do Sul,151.9
407.516.839-57,14:59,18/08/2022,Açúcar,25.5,1,12,Pietra,dinheiro,São Paulo,25.5
973.058.461-39,12:39,10/08/2022,Carne,37.0,6,7,Elisa,cartão_debito,Bahia,222.0
840.761.329-04,18:23,20/08/2022,Açúcar,25.5,8,1,Pietra,dinheiro,Espírito Santo,204.0
148.620.593-33,11:50,21/08/2022,Macarrão,22.6,3,4,Cecília,cartão_credito,Minas Gerais,67.8
074.298.153-32,22:27,18/08/2022,Óleo,18.4,8,9,Brenda,cartão_credito,Espírito Santo,147.2
548.960.732-74,22:23,03/08/2022,Feijão,15.5,3,15,Pietra,cartão_debito,Rio de Janeiro,46.5
382.549.016-51,09:14,20/08/2022,Macarrão,22.6,9,14,Julia,dinheiro,Rio de Janeiro,203.4
806.153.724-90,16:49,05/08/2022,Óleo,18.4,2,20,Julia,cartão_debito,Bahia,36.8
853.240.619-05,22:03,09/08/2022,Macarrão,22.6,3,18,Julia,cartão_credito,Rio Grande do Sul,67.8
015.368.942-06,19:06,19/08/2022,Feijão,15.5,3,10,Cecília,cartão_credito,Bahia,46.5
851.469.732-37,19:55,17/08/2022,Macarrão,22.6,9,13,Pietra,dinheiro,Bahia,203.4
108.597.462-67,13:32,30/08/2022,Óleo,18.4,7,6,Brenda,pix,Rio de Janeiro,128.8
471.930.256-43,21:59,08/08/2022,Macarrão,22.6,5,8,Elisa,dinheiro,Bahia,113.0
314.572.608-08,20:36,04/08/2022,Feijão,15.5,8,13,Brenda,cartão_credito,Rio Grande do Sul,124.0
230.187.549-05,10:23,18/08/2022,Arroz,21.7,8,20,Cecília,cartão_debito,Rio Grande do Sul,173.6
148.620.593-33,11:30,23/08/2022,Macarrão,22.6,1,15,Evelyn,cartão_credito,Espírito Santo,22.6
671.984.035-57,09:40,04/08/2022,Carne,37.0,7,17,Pietra,pix,Bahia,259.0
602.159.748-67,09:28,20/08/2022,Carne,37.0,2,6,Julia,dinheiro,Rio Grande do Sul,74.0
752.091.843-23,20:43,14/08/2022,Macarrão,22.6,5,11,Julia,cartão_credito,Bahia,113.0
280.473.961-96,19:46,15/08/2022,Leite,12.3,9,4,Pietra,dinheiro,Bahia,110.7
781.065.942-11,11:54,10/08/2022,Macarrão,22.6,9,15,Cecília,pix,Minas Gerais,203.4
276.058.419-49,19:28,26/08/2022,Arroz,21.7,1,6,Cecília,cartão_credito,Bahia,21.7
176.058.429-02,12:42,16/08/2022,Leite,12.3,3,14,Julia,cartão_credito,São Paulo,36.9
538.107.462-07,11:39,11/08/2022,Arroz,21.7,4,14,Evelyn,cartão_debito,São Paulo,86.8
238.401.796-96,22:08,26/08/2022,Feijão,15.5,5,17,Pietra,dinheiro,Rio de Janeiro,77.5
703.862.451-26,16:24,21/08/2022,Óleo,18.4,3,7,Julia,pix,Rio Grande do Sul,55.2
640.187.392-22,15:24,13/08/2022,Arroz,21.7,8,6,Julia,cartão_credito,Minas Gerais,173.6
015.368.942-06,19:36,06/08/2022,Macarrão,22.6,8,19,Brenda,pix,Rio de Janeiro,180.8
576.420.183-71,12:44,02/08/2022,Açúcar,25.5,3,9,Julia,dinheiro,Rio Grande do Sul,76.5
931.675.824-64,11:43,22/08/2022,Leite,12.3,5,6,Evelyn,cartão_debito,Espírito Santo,61.5
461.208.573-62,19:45,24/08/2022,Feijão,15.5,3,4,Julia,cartão_credito,Bahia,46.5
860.957.341-93,18:29,12/08/2022,Óleo,18.4,3,2,Julia,pix,São Paulo,55.2
617.089.243-96,13:12,30/08/2022,Arroz,21.7,4,21,Julia,cartão_debito,Bahia,86.8
904.657.381-84,11:14,10/08/2022,Feijão,15.5,7,1,Evelyn,cartão_debito,Rio de Janeiro,108.5
708.645.129-02,16:05,26/08/2022,Arroz,21.7,10,7,Pietra,cartão_debito,Minas Gerais,217.0
123.596.487-64,09:12,22/08/2022,Açúcar,25.5,5,8,Julia,cartão_debito,Rio Grande do Sul,127.5
194.068.752-76,10:30,17/08/2022,Óleo,18.4,4,9,Brenda,cartão_credito,Minas Gerais,73.6
632.718.095-77,11:15,10/08/2022,Macarrão,22.6,8,19,Elisa,cartão_debito,Rio de Janeiro,180.8
798.651.324-19,20:52,10/08/2022,Arroz,21.7,4,4,Elisa,dinheiro,Bahia,86.8
346.278.015-80,14:32,01/08/2022,Óleo,18.4,6,3,Evelyn,dinheiro,Minas Gerais,110.4
948.031.257-32,13:06,10/08/2022,Açúcar,25.5,8,15,Pietra,dinheiro,Bahia,204.0
607.254.193-34,17:10,22/08/2022,Feijão,15.5,6,1,Elisa,dinheiro,Bahia,93.0
276.058.419-49,11:38,06/08/2022,Arroz,21.7,8,16,Elisa,cartão_credito,Minas Gerais,173.6
184.279.063-31,09:34,14/08/2022,Óleo,18.4,9,20,Elisa,cartão_credito,São Paulo,165.6
710.824.635-07,18:04,25/08/2022,Óleo,18.4,8,13,Evelyn,pix,Rio de Janeiro,147.2
204.735.869-83,15:08,24/08/2022,Arroz,21.7,10,18,Brenda,pix,Espírito Santo,217.0
075.382.941-04,14:14,07/08/2022,Macarrão,22.6,8,5,Elisa,cartão_credito,Rio de Janeiro,180.8
346.579.201-70,19:23,12/08/2022,Leite,12.3,9,10,Pietra,cartão_credito,Espírito Santo,110.7
032.495.671-16,15:08,13/08/2022,Óleo,18.4,9,7,Cecília,dinheiro,Rio de Janeiro,165.6
609.472.153-52,11:50,26/08/2022,Carne,37.0,6,18,Julia,cartão_debito,Rio de Janeiro,222.0
106.984.375-00,10:30,24/08/2022,Feijão,15.5,5,1,Cecília,dinheiro,Espírito Santo,77.5
695.012.834-70,20:28,13/08/2022,Leite,12.3,1,5,Brenda,cartão_credito,Espírito Santo,12.3
781.065.942-11,08:12,23/08/2022,Carne,37.0,6,1,Cecília,dinheiro,São Paulo,222.0
914.250.386-89,13:44,15/08/2022,Leite,12.3,9,16,Elisa,cartão_debito,Rio Grande do Sul,110.7
346.579.201-70,20:52,06/08/2022,Óleo,18.4,6,19,Evelyn,cartão_credito,Minas Gerais,110.4
097.516.842-85,19:33,01/08/2022,Arroz,21.7,6,19,Julia,cartão_credito,Espírito Santo,130.2
179.504.268-02,11:35,22/08/2022,Carne,37.0,10,5,Julia,cartão_debito,Bahia,370.0
849.075.213-32,22:30,16/08/2022,Feijão,15.5,2,16,Elisa,cartão_debito,Minas Gerais,31.0
250.367.491-70,12:34,30/08/2022,Arroz,21.7,3,15,Brenda,cartão_debito,Minas Gerais,65.1
571.086.342-44,21:04,27/08/2022,Óleo,18.4,6,14,Brenda,dinheiro,Bahia,110.4
715.408.326-35,10:12,04/08/2022,Arroz,21.7,1,19,Elisa,pix,Rio Grande do Sul,21.7
872.043.615-71,21:40,27/08/2022,Leite,12.3,2,16,Cecília,cartão_credito,Espírito Santo,24.6
837.912.405-79,17:48,06/08/2022,Açúcar,25.5,10,20,Pietra,pix,Bahia,255.0
793.651.048-66,17:47,23/08/2022,Macarrão,22.6,7,2,Pietra,cartão_credito,Bahia,158.2
250.367.491-70,15:54,07/08/2022,Açúcar,25.5,8,15,Elisa,cartão_debito,São Paulo,204.0
536.742.981-55,20:14,28/08/2022,Arroz,21.7,8,3,Cecília,cartão_credito,Rio de Janeiro,173.6
481.963.720-78,19:48,08/08/2022,Açúcar,25.5,2,11,Brenda,dinheiro,Rio de Janeiro,51.0
521.478.903-32,08:43,25/08/2022,Feijão,15.5,10,11,Elisa,pix,Espírito Santo,155.0
981.205.647-58,14:21,21/08/2022,Óleo,18.4,9,4,Evelyn,dinheiro,Rio Grande do Sul,165.6
124.863.970-78,08:19,18/08/2022,Óleo,18.4,4,9,Brenda,pix,Bahia,73.6
809.376.214-04,22:34,30/08/2022,Açúcar,25.5,10,16,Brenda,cartão_debito,São Paulo,255.0
931.570.628-59,12:49,11/08/2022,Macarrão,22.6,1,15,Cecília,cartão_debito,Espírito Santo,22.6
329.175.640-16,19:04,07/08/2022,Feijão,15.5,2,15,Pietra,dinheiro,Rio de Janeiro,31.0
035.921.678-12,08:09,10/08/2022,Açúcar,25.5,2,18,Cecília,cartão_debito,São Paulo,51.0
075.496.231-80,21:51,16/08/2022,Óleo,18.4,7,7,Pietra,dinheiro,Minas Gerais,128.8
365.718.409-01,12:58,17/08/2022,Leite,12.3,6,9,Cecília,dinheiro,Rio Grande do Sul,73.8
690.158.234-05,16:58,07/08/2022,Macarrão,22.6,4,8,Pietra,cartão_credito,São Paulo,90.4
032.495.671-16,16:56,09/08/2022,Óleo,18.4,8,18,Evelyn,cartão_credito,Minas Gerais,147.2
036.215.748-08,16:25,22/08/2022,Leite,12.3,9,19,Evelyn,cartão_credito,Rio de Janeiro,110.7
283.590.461-15,18:53,11/08/2022,Óleo,18.4,5,9,Pietra,dinheiro,Rio de Janeiro,92.0
784.509.263-00,21:23,18/08/2022,Arroz,21.7,6,16,Elisa,pix,Minas Gerais,130.2
645.021.897-58,18:45,23/08/2022,Leite,12.3,10,15,Cecília,dinheiro,Rio Grande do Sul,123.0
439.105.278-41,09:34,05/08/2022,Óleo,18.4,4,13,Julia,cartão_credito,Rio de Janeiro,73.6
293.816.540-42,14:06,13/08/2022,Feijão,15.5,4,12,Elisa,cartão_credito,Rio Grande do Sul,62.0
431.956.728-55,18:04,20/08/2022,Leite,12.3,8,13,Brenda,pix,Rio de Janeiro,98.4
237.805.164-62,17:53,16/08/2022,Carne,37.0,5,4,Evelyn,dinheiro,Rio de Janeiro,185.0
547.102.986-02,20:33,08/08/2022,Açúcar,25.5,8,20,Evelyn,cartão_debito,Rio Grande do Sul,204.0
730.456.129-70,08:09,09/08/2022,Feijão,15.5,7,14,Evelyn,pix,Rio de Janeiro,108.5
432.186.597-28,22:50,25/08/2022,Feijão,15.5,2,9,Brenda,dinheiro,Espírito Santo,31.0
798.651.324-19,13:04,24/08/2022,Leite,12.3,2,1,Pietra,cartão_debito,São Paulo,24.6
389.024.516-15,19:28,22/08/2022,Açúcar,25.5,6,21,Elisa,pix,Minas Gerais,153.0
590.437.128-41,16:21,12/08/2022,Macarrão,22.6,1,21,Julia,cartão_credito,Rio de Janeiro,22.6
795.610.324-06,22:32,22/08/2022,Leite,12.3,9,13,Elisa,cartão_credito,Rio de Janeiro,110.7
730.841.695-00,10:26,07/08/2022,Açúcar,25.5,8,6,Brenda,dinheiro,Rio de Janeiro,204.0
546.910.238-60,15:12,27/08/2022,Carne,37.0,4,9,Pietra,pix,São Paulo,148.0
396.417.250-25,08:47,05/08/2022,Arroz,21.7,7,12,Pietra,pix,Minas Gerais,151.9
102.754.896-20,22:00,28/08/2022,Óleo,18.4,3,7,Evelyn,dinheiro,Bahia,55.2
713.029.586-40,14:15,09/08/2022,Óleo,18.4,7,17,Cecília,cartão_debito,Espírito Santo,128.8
875.349.160-20,16:21,04/08/2022,Macarrão,22.6,2,7,Evelyn,cartão_debito,Rio de Janeiro,45.2
923.654.701-06,21:19,26/08/2022,Leite,12.3,6,13,Brenda,pix,Rio Grande do Sul,73.8
176.504.389-10,13:30,29/08/2022,Leite,12.3,6,21,Julia,dinheiro,Rio Grande do Sul,73.8
580.179.243-05,21:47,26/08/2022,Óleo,18.4,4,20,Julia,dinheiro,Bahia,73.6
714.953.026-52,18:34,28/08/2022,Açúcar,25.5,1,19,Pietra,dinheiro,Rio de Janeiro,25.5
